拖柜时间,工厂实际完工时间,合同号,Invoice No:,出运单号,货代,客户名称,组织所属公司,客户的国别,装运港,目的港,SKU,英文名,产品图片,产品数量,工厂,合同状态,业务组,入库商家,四字机构,ETD,ETA PORT,海外仓,柜号,创建日期,业务类型,入库时间,箱数,出口收汇USD,单件净重,单件毛重,单件体积,总体积,PC,/CTN,一件多箱,PO#01,PO#02,数据来源,销售单价,采购单价,销售币别,采购币别,流程状态,订舱号,采购-USD汇率,实际装柜时间,设计佣金率,设计佣金（美元）,付佣(美元),扣佣(美元),工厂采购币别,工厂采购总额,单据状态,合同执行说明,客户货号,交单时间,包装尺寸长宽高,69码,四字码,结算类型,成本USD,平台佣金费,国内费用合计USD,国外费用合计USD,代理出运单号,代理机构,代理公司,预估国内汇总(美元),预估其他国外(美元),平台佣金(美元),财税服务费(美元),工厂采购总额(美元),物料分类英文名,开票状态,出口发票号,产品经理佣金(美元),产品经理,产品经理组织,设计佣金应收公司,产品经理佣金应收公司,销售-人民币汇率,预计国内运杂费(人民币),预计国内其他费用(人民币),设计佣金应发奖励,实际应付设计佣金,产品经理佣金应发奖励,同集群豁免产品经理佣金,实际应付产品经理佣金
2022-10-25,,R22GX-ZY00038,R22GX-ZY00038F01,R22GX-ZY00038S003,,39F INC.,广东广新家具有限公司,Canada,天津,美国,500029073261.0,SCARGILL GREY,,116,廊坊森雅家具有限公司,审核装柜,正一观,QXD_39FINC,晓望梅观GX,2022-10-30,2022-12-13,US-Castle Gate,TCNU8326940,2022-10-25,电商,2022-12-15,29,1490.6,17.6,22.5,0.185,5.365,4,1,否,WHS-44345-24638462,,中国仓WMS,12.85,11.04,USD,USD,排产中,,1.0,,0.03,44.72,0.0,0.0,RMB,9222.0,审核装柜,,SCARGILL GREY,,67*50*55cm;,6970011015598.0,0068,人民币出厂含税结算,,11.92,972.3,0.0,,,,181.04,0.0,11.92,0.0,1280.94,Dining Chair,,,0.0,,,广州天泽鸿渐设计有限公司,,1.0,6000.0,1000.0,,,,,
2022-10-25,,R22GX-ZY00038,R22GX-ZY00038F01,R22GX-ZY00038S003,,39F INC.,广东广新家具有限公司,Canada,天津,美国,100100011342.0,BATASSEL VELVET GREY Ⅰ,,14,廊坊森雅家具有限公司,审核装柜,正一观,QXD_39FINC,晓望梅观GX,2022-10-30,2022-12-13,US-Castle Gate,TCNU8326940,2022-10-25,电商,2022-12-15,7,230.16,11.0,13.5,0.147,1.029,2,1,否,WHS-44345-24638466,,中国仓WMS,16.44,13.84,USD,USD,排产中,,1.0,,0.03,6.9,0.0,0.0,RMB,1394.68,审核装柜,,Batassel Velvet Grey I,,57*53*48.5cm;,6935653140749.0,1357,人民币出厂含税结算,,1.84,972.3,0.0,,,,34.71,0.0,1.84,0.0,193.72,Dining Chair,,,0.0,,,广州天泽鸿渐设计有限公司,,1.0,6000.0,1000.0,,,,,
2022-10-25,,R22GX-ZY00038,R22GX-ZY00038F01,R22GX-ZY00038S003,,39F INC.,广东广新家具有限公司,Canada,天津,美国,2207260000028.0,SCARGILL BAR 30 NAVY BLUE GOLD LEG,,16,廊坊森雅家具有限公司,审核装柜,正一观,QXD_39FINC,晓望梅观GX,2022-10-30,2022-12-13,US-Castle Gate,TCNU8326940,2022-10-25,电商,2022-12-15,8,313.6,13.3,14.7,0.111,0.888,2,1,否,WHS-44345-24638466,,中国仓WMS,19.6,16.95,USD,USD,排产中,,1.0,,0.03,9.41,0.0,0.0,RMB,1952.0,审核装柜,,SCARGILL BAR DARK BLUE,,78*44*37.5cm;,6935653269426.0,3361,人民币出厂含税结算,,2.51,972.3,0.0,,,,29.95,0.0,2.51,0.0,271.13,Barstool,,,0.0,,,广州天泽鸿渐设计有限公司,,1.0,6000.0,1000.0,,,,,
2022-10-25,,R22GX-ZY00038,R22GX-ZY00038F01,R22GX-ZY00038S003,,39F INC.,广东广新家具有限公司,Canada,天津,美国,600005219.0,ZOMBA GREEN VELVET DIAMOND KD METAL SY,,30,廊坊森雅家具有限公司,审核装柜,正一观,QXD_39FINC,晓望梅观GX,2022-10-30,2022-12-13,US-Castle Gate,TCNU8326940,2022-10-25,电商,2022-12-15,15,513.0,10.5,12.5,0.122,1.83,2,1,否,WHS-44345-24638466,,中国仓WMS,17.1,14.68,USD,USD,排产中,,1.0,,0.03,15.39,0.0,0.0,RMB,3171.0,审核装柜,,ZOMBA GREEN VELVET DIAMOND KD METAL SY,,51*46*52cm;,6935653104239.0,8744,人民币出厂含税结算,,4.1,972.3,0.0,,,,61.74,0.0,4.1,0.0,440.45,Dining Chair,,,0.0,,,广州天泽鸿渐设计有限公司,,1.0,6000.0,1000.0,,,,,
2022-10-25,,R22GX-ZY00038,R22GX-ZY00038F01,R22GX-ZY00038S003,,39F INC.,广东广新家具有限公司,Canada,天津,美国,2207260000019.0,ALDRIDGE DINING BLUE VELVET BLACK LEG,,8,廊坊森雅家具有限公司,审核装柜,正一观,QXD_39FINC,晓望梅观GX,2022-10-30,2022-12-13,US-Castle Gate,TCNU8326940,2022-10-25,电商,2022-12-15,4,175.92,12.0,15.0,0.165,0.66,2,1,否,WHS-44345-24638466,,中国仓WMS,21.99,18.75,USD,USD,排产中,,1.0,,0.03,5.28,0.0,0.0,RMB,1080.0,审核装柜,,ALDRIDGE FROSTED BLUE,,59*52*56cm;,6935653295012.0,7709,人民币出厂含税结算,,1.41,972.3,0.0,,,,22.27,0.0,1.41,0.0,150.01,Dining Chair,,,0.0,,,广州天泽鸿渐设计有限公司,,1.0,6000.0,1000.0,,,,,
2022-10-25,,R22GX-ZY00038,R22GX-ZY00038F01,R22GX-ZY00038S003,,39F INC.,广东广新家具有限公司,Canada,天津,美国,2207260000046.0,CHARLTON COUNTER 26 NAVY BLUE TERRY WALNUT METAL LEG,,30,廊坊森雅家具有限公司,审核装柜,正一观,QXD_39FINC,晓望梅观GX,2022-10-30,2022-12-13,US-Castle Gate,TCNU8326940,2022-10-25,电商,2022-12-15,15,567.6,12.0,15.5,0.11,1.65,2,1,否,WHS-44345-24638462,,中国仓WMS,18.92,16.39,USD,USD,排产中,,1.0,,0.03,17.03,0.0,0.0,RMB,3540.0,审核装柜,,CHARLTON BAR HIGH TERRY BLUE,,66.5*44*38cm;,6935653266876.0,0137,人民币出厂含税结算,,4.54,972.3,0.0,,,,55.71,0.0,4.54,0.0,491.71,Barstool,,,0.0,,,广州天泽鸿渐设计有限公司,,1.0,6000.0,1000.0,,,,,
2022-10-25,,R22GX-ZY00038,R22GX-ZY00038F01,R22GX-ZY00038S003,,39F INC.,广东广新家具有限公司,Canada,天津,美国,400016048.0,INDEPENDENCE COUNTER BAR BOUTON VINTAGE A,,12,廊坊森雅家具有限公司,审核装柜,正一观,QXD_39FINC,晓望梅观GX,2022-10-30,2022-12-13,US-Castle Gate,TCNU8326940,2022-10-25,电商,2022-12-15,6,266.4,11.2,13.35,0.138,0.828,2,1,否,WHS-44345-24638462,,中国仓WMS,22.2,19.28,USD,USD,排产中,,1.0,,0.03,7.99,0.0,0.0,RMB,1665.6,审核装柜,,INDEPENDENCE COUNTER BAR BOUTON VINTAGE A,,96*48*27cm;,6935653169764.0,4655,人民币出厂含税结算,,2.13,972.3,0.0,,,,27.91,0.0,2.13,0.0,231.35,Barstool,,,0.0,,,广州天泽鸿渐设计有限公司,,1.0,6000.0,1000.0,,,,,
2022-10-25,,R22GX-ZY00038,R22GX-ZY00038F01,R22GX-ZY00038S003,,39F INC.,广东广新家具有限公司,Canada,天津,美国,2207260000046.0,CHARLTON COUNTER 26 NAVY BLUE TERRY WALNUT METAL LEG,,26,廊坊森雅家具有限公司,审核装柜,正一观,QXD_39FINC,晓望梅观GX,2022-10-30,2022-12-13,US-Castle Gate,TCNU8326940,2022-10-25,电商,2022-12-15,13,491.92,12.0,15.5,0.11,1.43,2,1,否,WHS-44345-24638466,,中国仓WMS,18.92,16.39,USD,USD,排产中,,1.0,,0.03,14.76,0.0,0.0,RMB,3068.0,审核装柜,,CHARLTON BAR HIGH TERRY BLUE,,66.5*44*38cm;,6935653266876.0,0137,人民币出厂含税结算,,3.94,972.3,0.0,,,,48.23,0.0,3.94,0.0,426.15,Barstool,,,0.0,,,广州天泽鸿渐设计有限公司,,1.0,6000.0,1000.0,,,,,
2022-10-25,,R22GX-ZY00038,R22GX-ZY00038F01,R22GX-ZY00038S003,,39F INC.,广东广新家具有限公司,Canada,天津,美国,2207260000007.0,SCARGILL DINING GREEN VELVET BLACK LEG,,12,廊坊森雅家具有限公司,审核装柜,正一观,QXD_39FINC,晓望梅观GX,2022-10-30,2022-12-13,US-Castle Gate,TCNU8326940,2022-10-25,电商,2022-12-15,3,151.56,17.6,22.5,0.184,0.552,4,1,否,WHS-44345-24638466,,中国仓WMS,12.63,10.83,USD,USD,排产中,,1.0,,0.03,4.55,0.0,0.0,RMB,936.0,审核装柜,,SCARGILL FROSTED VELVET GREEN,,67*50*55cm;,6935653264292.0,0098,人民币出厂含税结算,,1.21,972.3,0.0,,,,18.67,0.0,1.21,0.0,130.01,Dining Chair,,,0.0,,,广州天泽鸿渐设计有限公司,,1.0,6000.0,1000.0,,,,,
2022-10-25,,R22GX-ZY00038,R22GX-ZY00038F01,R22GX-ZY00038S003,,39F INC.,广东广新家具有限公司,Canada,天津,美国,500029073261.0,SCARGILL GREY,,124,廊坊森雅家具有限公司,审核装柜,正一观,QXD_39FINC,晓望梅观GX,2022-10-30,2022-12-13,US-Castle Gate,TCNU8326940,2022-10-25,电商,2022-12-15,31,1593.4,17.6,22.5,0.185,5.735,4,1,否,WHS-44345-24638466,,中国仓WMS,12.85,11.04,USD,USD,排产中,,1.0,,0.03,47.8,0.0,0.0,RMB,9858.0,审核装柜,,SCARGILL GREY,,67*50*55cm;,6970011015598.0,0068,人民币出厂含税结算,,12.75,972.3,0.0,,,,193.49,0.0,12.75,0.0,1369.28,Dining Chair,,,0.0,,,广州天泽鸿渐设计有限公司,,1.0,6000.0,1000.0,,,,,
2022-10-25,,R22GX-ZY00038,R22GX-ZY00038F01,R22GX-ZY00038S002,,39F INC.,广东广新家具有限公司,Canada,天津,美国,600005219.0,ZOMBA GREEN VELVET DIAMOND KD METAL SY,,14,廊坊森雅家具有限公司,审核装柜,正一观,QXD_39FINC,晓望梅观GX,2022-10-30,2022-12-06,NJ - Cranbury Large Parcel,FCIU7347080,2022-10-25,电商,2022-12-08,7,239.4,10.5,12.5,0.122,0.854,2,1,否,WHS-44345-24638462,,中国仓WMS,17.1,14.68,USD,USD,排产中,,1.0,,0.03,7.18,0.0,0.0,RMB,1479.8,审核装柜,,ZOMBA GREEN VELVET DIAMOND KD METAL SY,,51*46*52cm;,6935653104239.0,8744,人民币出厂含税结算,,1.92,972.3,0.0,,,,28.68,0.0,1.92,0.0,205.54,Dining Chair,,,0.0,,,广州天泽鸿渐设计有限公司,,1.0,6000.0,1000.0,,,,,
2022-10-25,,R22GX-ZY00038,R22GX-ZY00038F01,R22GX-ZY00038S002,,39F INC.,广东广新家具有限公司,Canada,天津,美国,500029073261.0,SCARGILL GREY,,288,廊坊森雅家具有限公司,审核装柜,正一观,QXD_39FINC,晓望梅观GX,2022-10-30,2022-12-06,NJ - Cranbury Large Parcel,FCIU7347080,2022-10-25,电商,2022-12-08,72,3700.8,17.6,22.5,0.185,13.32,4,1,否,WHS-44345-24638462,,中国仓WMS,12.85,11.04,USD,USD,排产中,,1.0,,0.03,111.02,0.0,0.0,RMB,22896.0,审核装柜,,SCARGILL GREY,,67*50*55cm;,6970011015598.0,0068,人民币出厂含税结算,,29.61,972.3,0.0,,,,446.87,0.0,29.61,0.0,3180.25,Dining Chair,,,0.0,,,广州天泽鸿渐设计有限公司,,1.0,6000.0,1000.0,,,,,
2022-10-25,,R22GX-ZY00038,R22GX-ZY00038F01,R22GX-ZY00038S002,,39F INC.,广东广新家具有限公司,Canada,天津,美国,100100011342.0,BATASSEL VELVET GREY Ⅰ,,12,廊坊森雅家具有限公司,审核装柜,正一观,QXD_39FINC,晓望梅观GX,2022-10-30,2022-12-06,NJ - Cranbury Large Parcel,FCIU7347080,2022-10-25,电商,2022-12-08,6,197.28,11.0,13.5,0.147,0.882,2,1,否,WHS-44345-24638466,,中国仓WMS,16.44,13.84,USD,USD,排产中,,1.0,,0.03,5.92,0.0,0.0,RMB,1195.44,审核装柜,,Batassel Velvet Grey I,,57*53*48.5cm;,6935653140749.0,1357,人民币出厂含税结算,,1.58,972.3,0.0,,,,29.56,0.0,1.58,0.0,166.05,Dining Chair,,,0.0,,,广州天泽鸿渐设计有限公司,,1.0,6000.0,1000.0,,,,,
2022-10-25,,R22GX-ZY00038,R22GX-ZY00038F01,R22GX-ZY00038S002,,39F INC.,广东广新家具有限公司,Canada,天津,美国,2207260000028.0,SCARGILL BAR 30 NAVY BLUE GOLD LEG,,48,廊坊森雅家具有限公司,审核装柜,正一观,QXD_39FINC,晓望梅观GX,2022-10-30,2022-12-06,NJ - Cranbury Large Parcel,FCIU7347080,2022-10-25,电商,2022-12-08,24,940.8,13.3,14.7,0.111,2.664,2,1,否,WHS-44345-24638466,,中国仓WMS,19.6,16.95,USD,USD,排产中,,1.0,,0.03,28.22,0.0,0.0,RMB,5856.0,审核装柜,,SCARGILL BAR DARK BLUE,,78*44*37.5cm;,6935653269426.0,3361,人民币出厂含税结算,,7.53,972.3,0.0,,,,89.35,0.0,7.53,0.0,813.4,Barstool,,,0.0,,,广州天泽鸿渐设计有限公司,,1.0,6000.0,1000.0,,,,,
2022-10-25,,R22GX-ZY00038,R22GX-ZY00038F01,R22GX-ZY00038S002,,39F INC.,广东广新家具有限公司,Canada,天津,美国,500029073261.0,SCARGILL GREY,,76,廊坊森雅家具有限公司,审核装柜,正一观,QXD_39FINC,晓望梅观GX,2022-10-30,2022-12-06,NJ - Cranbury Large Parcel,FCIU7347080,2022-10-25,电商,2022-12-08,19,976.6,17.6,22.5,0.185,3.515,4,1,否,WHS-44345-24638466,,中国仓WMS,12.85,11.04,USD,USD,排产中,,1.0,,0.03,29.3,0.0,0.0,RMB,6042.0,审核装柜,,SCARGILL GREY,,67*50*55cm;,6970011015598.0,0068,人民币出厂含税结算,,7.81,972.3,0.0,,,,117.94,0.0,7.81,0.0,839.23,Dining Chair,,,0.0,,,广州天泽鸿渐设计有限公司,,1.0,6000.0,1000.0,,,,,
2022-10-25,,R22GX-ZY00038,R22GX-ZY00038F01,R22GX-ZY00038S002,,39F INC.,广东广新家具有限公司,Canada,天津,美国,500039073261.0,SCARGILL PINK,,12,廊坊森雅家具有限公司,审核装柜,正一观,QXD_39FINC,晓望梅观GX,2022-10-30,2022-12-06,NJ - Cranbury Large Parcel,FCIU7347080,2022-10-25,电商,2022-12-08,3,154.2,17.6,22.5,0.185,0.555,4,1,否,WHS-44345-24638466,,中国仓WMS,12.85,11.04,USD,USD,排产中,,1.0,,0.03,4.63,0.0,0.0,RMB,954.0,审核装柜,,SCARGILL PINK,,67*50*55cm;,6970011015611.0,0062,人民币出厂含税结算,,1.23,972.3,0.0,,,,18.67,0.0,1.23,0.0,132.51,Dining Chair,,,0.0,,,广州天泽鸿渐设计有限公司,,1.0,6000.0,1000.0,,,,,
2022-10-25,,R22GX-ZY00038,R22GX-ZY00038F01,R22GX-ZY00038S002,,39F INC.,广东广新家具有限公司,Canada,天津,美国,2207260000019.0,ALDRIDGE DINING BLUE VELVET BLACK LEG,,28,廊坊森雅家具有限公司,审核装柜,正一观,QXD_39FINC,晓望梅观GX,2022-10-30,2022-12-06,NJ - Cranbury Large Parcel,FCIU7347080,2022-10-25,电商,2022-12-08,14,615.72,12.0,15.0,0.165,2.31,2,1,否,WHS-44345-24638462,,中国仓WMS,21.99,18.75,USD,USD,排产中,,1.0,,0.03,18.47,0.0,0.0,RMB,3780.0,审核装柜,,ALDRIDGE FROSTED BLUE,,59*52*56cm;,6935653295012.0,7709,人民币出厂含税结算,,4.93,972.3,0.0,,,,77.49,0.0,4.93,0.0,525.04,Dining Chair,,,0.0,,,广州天泽鸿渐设计有限公司,,1.0,6000.0,1000.0,,,,,
2022-10-25,,R22GX-ZY00038,R22GX-ZY00038F01,R22GX-ZY00038S002,,39F INC.,广东广新家具有限公司,Canada,天津,美国,400016048.0,INDEPENDENCE COUNTER BAR BOUTON VINTAGE A,,20,廊坊森雅家具有限公司,审核装柜,正一观,QXD_39FINC,晓望梅观GX,2022-10-30,2022-12-06,NJ - Cranbury Large Parcel,FCIU7347080,2022-10-25,电商,2022-12-08,10,444.0,11.2,13.35,0.138,1.38,2,1,否,WHS-44345-24638462,,中国仓WMS,22.2,19.28,USD,USD,排产中,,1.0,,0.03,13.32,0.0,0.0,RMB,2776.0,审核装柜,,INDEPENDENCE COUNTER BAR BOUTON VINTAGE A,,96*48*27cm;,6935653169764.0,4655,人民币出厂含税结算,,3.55,972.3,0.0,,,,46.28,0.0,3.55,0.0,385.59,Barstool,,,0.0,,,广州天泽鸿渐设计有限公司,,1.0,6000.0,1000.0,,,,,
2022-10-25,,R22GX-ZY00038,R22GX-ZY00038F01,R22GX-ZY00038S002,,39F INC.,广东广新家具有限公司,Canada,天津,美国,2207260000019.0,ALDRIDGE DINING BLUE VELVET BLACK LEG,,14,廊坊森雅家具有限公司,审核装柜,正一观,QXD_39FINC,晓望梅观GX,2022-10-30,2022-12-06,NJ - Cranbury Large Parcel,FCIU7347080,2022-10-25,电商,2022-12-08,7,307.86,12.0,15.0,0.165,1.155,2,1,否,WHS-44345-24638466,,中国仓WMS,21.99,18.75,USD,USD,排产中,,1.0,,0.03,9.24,0.0,0.0,RMB,1890.0,审核装柜,,ALDRIDGE FROSTED BLUE,,59*52*56cm;,6935653295012.0,7709,人民币出厂含税结算,,2.46,972.3,0.0,,,,38.79,0.0,2.46,0.0,262.52,Dining Chair,,,0.0,,,广州天泽鸿渐设计有限公司,,1.0,6000.0,1000.0,,,,,
2022-10-25,,R22GX-ZY00038,R22GX-ZY00038F01,R22GX-ZY00038S002,,39F INC.,广东广新家具有限公司,Canada,天津,美国,400016048.0,INDEPENDENCE COUNTER BAR BOUTON VINTAGE A,,34,廊坊森雅家具有限公司,审核装柜,正一观,QXD_39FINC,晓望梅观GX,2022-10-30,2022-12-06,NJ - Cranbury Large Parcel,FCIU7347080,2022-10-25,电商,2022-12-08,17,754.8,11.2,13.35,0.138,2.346,2,1,否,WHS-44345-24638466,,中国仓WMS,22.2,19.28,USD,USD,排产中,,1.0,,0.03,22.64,0.0,0.0,RMB,4719.2,审核装柜,,INDEPENDENCE COUNTER BAR BOUTON VINTAGE A,,96*48*27cm;,6935653169764.0,4655,人民币出厂含税结算,,6.04,972.3,0.0,,,,78.66,0.0,6.04,0.0,655.5,Barstool,,,0.0,,,广州天泽鸿渐设计有限公司,,1.0,6000.0,1000.0,,,,,
2022-10-25,,R22GX-ZY00038,R22GX-ZY00038F01,R22GX-ZY00038S001,,39F INC.,广东广新家具有限公司,Canada,天津,美国,2207260000019.0,ALDRIDGE DINING BLUE VELVET BLACK LEG,,2,廊坊森雅家具有限公司,审核装柜,正一观,QXD_39FINC,晓望梅观GX,2022-10-30,2022-12-21,US-Castle Gate,UACU5314104,2022-10-25,电商,2022-12-22,1,43.98,12.0,15.0,0.165,0.165,2,1,否,WHS-44345-24638462,,中国仓WMS,21.99,18.75,USD,USD,排产中,,1.0,,0.03,1.32,0.0,0.0,RMB,270.0,审核装柜,,ALDRIDGE FROSTED BLUE,,59*52*56cm;,6935653295012.0,7709,人民币出厂含税结算,,0.35,694.5,0.0,,,,6.88,0.0,0.35,0.0,37.5,Dining Chair,,,0.0,,,广州天泽鸿渐设计有限公司,,1.0,4000.0,1000.0,,,,,
2022-10-25,,R22GX-ZY00038,R22GX-ZY00038F01,R22GX-ZY00038S001,,39F INC.,广东广新家具有限公司,Canada,天津,美国,400013554.0,BATASSEL BAR VELVET DARK BLUE GOLD LEG,,22,廊坊森雅家具有限公司,审核装柜,正一观,QXD_39FINC,晓望梅观GX,2022-10-30,2022-12-21,US-Castle Gate,UACU5314104,2022-10-25,电商,2022-12-22,11,442.2,10.8,13.5,0.232,2.552,2,1,否,WHS-44345-24638462,,中国仓WMS,20.1,16.39,USD,USD,排产中,,1.0,,0.03,13.27,0.0,0.0,RMB,2596.0,审核装柜,,BATASSEL BAR VELVET DARK BLUE GOLD LEG,,81*52*52.5cm;,6935653152834.0,2705,人民币出厂含税结算,,3.54,694.5,0.0,,,,105.98,0.0,3.54,0.0,360.58,Barstool,,,0.0,,,广州天泽鸿渐设计有限公司,,1.0,4000.0,1000.0,,,,,
2022-10-25,,R22GX-ZY00038,R22GX-ZY00038F01,R22GX-ZY00038S001,,39F INC.,广东广新家具有限公司,Canada,天津,美国,100100011342.0,BATASSEL VELVET GREY Ⅰ,,30,廊坊森雅家具有限公司,审核装柜,正一观,QXD_39FINC,晓望梅观GX,2022-10-30,2022-12-21,US-Castle Gate,UACU5314104,2022-10-25,电商,2022-12-22,15,493.2,11.0,13.5,0.147,2.205,2,1,否,WHS-44345-24638462,,中国仓WMS,16.44,13.84,USD,USD,排产中,,1.0,,0.03,14.8,0.0,0.0,RMB,2988.6,审核装柜,,Batassel Velvet Grey I,,57*53*48.5cm;,6935653140749.0,1357,人民币出厂含税结算,,3.95,694.5,0.0,,,,91.54,0.0,3.95,0.0,415.12,Dining Chair,,,0.0,,,广州天泽鸿渐设计有限公司,,1.0,4000.0,1000.0,,,,,
2022-10-25,,R22GX-ZY00038,R22GX-ZY00038F01,R22GX-ZY00038S001,,39F INC.,广东广新家具有限公司,Canada,天津,美国,2207260000046.0,CHARLTON COUNTER 26 NAVY BLUE TERRY WALNUT METAL LEG,,34,廊坊森雅家具有限公司,审核装柜,正一观,QXD_39FINC,晓望梅观GX,2022-10-30,2022-12-21,US-Castle Gate,UACU5314104,2022-10-25,电商,2022-12-22,17,643.28,12.0,15.5,0.11,1.87,2,1,否,WHS-44345-24638462,,中国仓WMS,18.92,16.39,USD,USD,排产中,,1.0,,0.03,19.3,0.0,0.0,RMB,4012.0,审核装柜,,CHARLTON BAR HIGH TERRY BLUE,,66.5*44*38cm;,6935653266876.0,0137,人民币出厂含税结算,,5.15,694.5,0.0,,,,77.65,0.0,5.15,0.0,557.27,Barstool,,,0.0,,,广州天泽鸿渐设计有限公司,,1.0,4000.0,1000.0,,,,,
2022-10-25,,R22GX-ZY00038,R22GX-ZY00038F01,R22GX-ZY00038S001,,39F INC.,广东广新家具有限公司,Canada,天津,美国,400015951.0,SCARGILL COUNTER BAR GREY,,34,廊坊森雅家具有限公司,审核装柜,正一观,QXD_39FINC,晓望梅观GX,2022-10-30,2022-12-21,US-Castle Gate,UACU5314104,2022-10-25,电商,2022-12-22,17,657.56,11.7,14.35,0.129,2.193,2,1,否,WHS-44345-24638462,,中国仓WMS,19.34,16.67,USD,USD,排产中,,1.0,,0.03,19.73,0.0,0.0,RMB,4080.0,审核装柜,,SCARGILL COUNTER BAR GREY,,70*35*50cm;,6935653169856.0,4668,人民币出厂含税结算,,5.26,694.5,0.0,,,,91.05,0.0,5.26,0.0,566.71,Barstool,,,0.0,,,广州天泽鸿渐设计有限公司,,1.0,4000.0,1000.0,,,,,
2022-10-25,,R22GX-ZY00038,R22GX-ZY00038F01,R22GX-ZY00038S001,,39F INC.,广东广新家具有限公司,Canada,天津,美国,600005219.0,ZOMBA GREEN VELVET DIAMOND KD METAL SY,,20,廊坊森雅家具有限公司,审核装柜,正一观,QXD_39FINC,晓望梅观GX,2022-10-30,2022-12-21,US-Castle Gate,UACU5314104,2022-10-25,电商,2022-12-22,10,342.0,10.5,12.5,0.122,1.22,2,1,否,WHS-44345-24638462,,中国仓WMS,17.1,14.68,USD,USD,排产中,,1.0,,0.03,10.26,0.0,0.0,RMB,2114.0,审核装柜,,ZOMBA GREEN VELVET DIAMOND KD METAL SY,,51*46*52cm;,6935653104239.0,8744,人民币出厂含税结算,,2.74,694.5,0.0,,,,50.63,0.0,2.74,0.0,293.63,Dining Chair,,,0.0,,,广州天泽鸿渐设计有限公司,,1.0,4000.0,1000.0,,,,,
2022-10-25,,R22GX-ZY00038,R22GX-ZY00038F01,R22GX-ZY00038S001,,39F INC.,广东广新家具有限公司,Canada,天津,美国,500039073261.0,SCARGILL PINK,,16,廊坊森雅家具有限公司,审核装柜,正一观,QXD_39FINC,晓望梅观GX,2022-10-30,2022-12-21,US-Castle Gate,UACU5314104,2022-10-25,电商,2022-12-22,4,205.6,17.6,22.5,0.185,0.74,4,1,否,WHS-44345-24638462,,中国仓WMS,12.85,11.04,USD,USD,排产中,,1.0,,0.03,6.17,0.0,0.0,RMB,1272.0,审核装柜,,SCARGILL PINK,,67*50*55cm;,6970011015611.0,0062,人民币出厂含税结算,,1.64,694.5,0.0,,,,30.7,0.0,1.64,0.0,176.68,Dining Chair,,,0.0,,,广州天泽鸿渐设计有限公司,,1.0,4000.0,1000.0,,,,,
2022-10-25,,R22GX-ZY00038,R22GX-ZY00038F01,R22GX-ZY00038S001,,39F INC.,广东广新家具有限公司,Canada,天津,美国,400015951.0,SCARGILL COUNTER BAR GREY,,10,廊坊森雅家具有限公司,审核装柜,正一观,QXD_39FINC,晓望梅观GX,2022-10-30,2022-12-21,US-Castle Gate,UACU5314104,2022-10-25,电商,2022-12-22,5,193.4,11.7,14.35,0.129,0.645,2,1,否,WHS-44345-24638466,,中国仓WMS,19.34,16.67,USD,USD,排产中,,1.0,,0.03,5.8,0.0,0.0,RMB,1200.0,审核装柜,,SCARGILL COUNTER BAR GREY,,70*35*50cm;,6935653169856.0,4668,人民币出厂含税结算,,1.55,694.5,0.0,,,,26.81,0.0,1.55,0.0,166.68,Barstool,,,0.0,,,广州天泽鸿渐设计有限公司,,1.0,4000.0,1000.0,,,,,
2022-10-25,,R22GX-ZY00038,R22GX-ZY00038F01,R22GX-ZY00038S001,,39F INC.,广东广新家具有限公司,Canada,天津,美国,400013554.0,BATASSEL BAR VELVET DARK BLUE GOLD LEG,,16,廊坊森雅家具有限公司,审核装柜,正一观,QXD_39FINC,晓望梅观GX,2022-10-30,2022-12-21,US-Castle Gate,UACU5314104,2022-10-25,电商,2022-12-22,8,321.6,10.8,13.5,0.232,1.856,2,1,否,WHS-44345-24638466,,中国仓WMS,20.1,16.39,USD,USD,排产中,,1.0,,0.03,9.65,0.0,0.0,RMB,1888.0,审核装柜,,BATASSEL BAR VELVET DARK BLUE GOLD LEG,,81*52*52.5cm;,6935653152834.0,2705,人民币出厂含税结算,,2.57,694.5,0.0,,,,77.09,0.0,2.57,0.0,262.24,Barstool,,,0.0,,,广州天泽鸿渐设计有限公司,,1.0,4000.0,1000.0,,,,,
2022-10-25,,R22GX-ZY00038,R22GX-ZY00038F01,R22GX-ZY00038S001,,39F INC.,广东广新家具有限公司,Canada,天津,美国,500039073261.0,SCARGILL PINK,,20,廊坊森雅家具有限公司,审核装柜,正一观,QXD_39FINC,晓望梅观GX,2022-10-30,2022-12-21,US-Castle Gate,UACU5314104,2022-10-25,电商,2022-12-22,5,257.0,17.6,22.5,0.185,0.925,4,1,否,WHS-44345-24638466,,中国仓WMS,12.85,11.04,USD,USD,排产中,,1.0,,0.03,7.71,0.0,0.0,RMB,1590.0,审核装柜,,SCARGILL PINK,,67*50*55cm;,6970011015611.0,0062,人民币出厂含税结算,,2.06,694.5,0.0,,,,38.41,0.0,2.06,0.0,220.85,Dining Chair,,,0.0,,,广州天泽鸿渐设计有限公司,,1.0,4000.0,1000.0,,,,,
