采购计划号,组织,客户,单据状态,创建时间,审核时间,创建人,贸易方式,默认币别,销售-人民币汇率汇率,人民币-美元汇率,利润率,采购子计划号,SKU,英文名,数量(pcs),数量(unit),海外仓入库商家,工厂,工厂英文名,工厂英文地址,工厂完工时间,采购计划ETD,四字简码,工厂单价(pcs),采购单价(pcs),采购单价(unit),采购总额,销售-美元汇率,销售单价(pcs),销售单价(unit),销售总金额(原币),销售总金额(USD),目的仓库,装运港,目的港,目的港国家,海关编码,退税率%,退税额,PC,CTN,总箱数,单件净重,单件毛重,单件体积M3,客人SKU,总净重,总毛重,总体积,对外货号,产品尺寸,佣金方法,结算类型,扣佣率%,扣佣,付佣率%,付佣,设计佣金率%,设计佣金,平台佣金率%,平台佣金(USD),佣金总额(USD),预计拖柜时间,颜色,中文货描,英文货描,MX code,PO#1,PO#2,barcode01,barcode02
R22GX-ZY00030,正一观,39F INC.,合同已签订,2022-08-13 18:48:21,2022-08-17 20:59:03,ZYG-GX,自营,美元,6.65,0.1504,0.1469,R22GX-ZY00030F01,600004723,CHARLTON VINTAGE A LMKZ,1476,369,QXD_39FINC,廊坊森雅家具有限公司,廊坊森雅家具有限公司,,2022-09-18 00:00:00,2022-08-30 00:00:00,7743,94.74,94.74,378.96,139836.24,1.0,15.24,60.96,22494.24,22494.24,US Atlanta,天津,美国,US,9401719000,0.13,16087.35,4,1,369,18.0,22.3,0.205,,6642.0,8228.7,75.645,CHARLTON VINTAGE A LMKZ,43*54.5*87cm,无佣金,人民币出厂含税结算,0.0,0.0,0.0,0.0,0.02,449.88,0.01,224.94,674.82,,棕色,"产品尺寸：43*53*87CM，钢管木纹转印，25*1.0mm缩管。巴萨3号皮革+奶白色6股线。4件/箱，黑棕纸箱配线条图，200磅纸箱。过EN12520.,200Lbs+边压强度40KGS棕色纸箱线条图（优先使用高清图黑白印刷）+电商摔箱（按我司最新摔箱标准）＝纸箱强度均值必须达到200Lbs+边压强度40KGS，纸箱黄黑盒印刷 ，包装方式为侧封箱和王字型封箱胶，纸箱封口处加多五条拉横的封箱胶;四个角要泡沫保护好，包装使用的泡沫至少足20kgs/m3以上（受冲击部位），（非冲击部位）至少足10kgs/m3以上；空隙用泡沫填充物,五金包吸塑包装，每个产品需要备3%空纸箱以及3%的五金包配件（只有组装产品需要），单独纸盒独立包装。禁止使用纸箱箱钉和打包带。","dining chair, size: 43*54.5*87cm, Dia27 steel tube with oak transfer wooden surface, vintage PU",,,,,
R22GX-ZY00030,正一观,39F INC.,合同已签订,2022-08-13 18:48:21,2022-08-17 20:59:03,ZYG-GX,自营,美元,6.65,0.1504,0.1469,R22GX-ZY00030F01,800007709,DIXIER BEIGE,166,166,QXD_39FINC,廊坊森雅家具有限公司,廊坊森雅家具有限公司,,2022-09-18 00:00:00,2022-08-30 00:00:00,AI93,193.0,193.0,193.0,32038.0,1.0,33.89,33.89,5625.74,5625.74,US Atlanta,天津,美国,US,9401719000,0.13,3685.79,1,1,166,6.9,9.3,0.239,,1145.4,1543.8,39.674,DIXIER BEIGE,72*66*78cm,无佣金,人民币出厂含税结算,0.0,0.0,0.0,0.0,0.02,112.51,0.01,56.26,168.77,,米黄色,休闲椅，产品尺寸：73×55.5×78.5cm，15*15*1.2/10*40*1.0/10*20*1.2/16*1.0/10*0.9/25*1.2，FLY1306系列布4号米色，靠背铁框架结构＋海绵，铁管黑色哑光喷涂，1PC/1CTN，200磅异型箱，过电商摔箱,"Leisure Chair: Size: 73*55.5*78.5cm, beige color fabric seat and cushion, steel tube with matt black powder coating, 1PC/1CTN wit 200lbs ctn.",H1175,,,,
R22GX-ZY00030,正一观,39F INC.,合同已签订,2022-08-13 18:48:21,2022-08-17 20:59:03,ZYG-GX,自营,美元,6.65,0.1504,0.1469,R22GX-ZY00030F01,800007708,DIXIER DARK GREY,143,143,QXD_39FINC,廊坊森雅家具有限公司,廊坊森雅家具有限公司,,2022-09-18 00:00:00,2022-08-30 00:00:00,AI88,193.0,193.0,193.0,27599.0,1.0,33.89,33.89,4846.27,4846.27,US Atlanta,天津,美国,US,9401719000,0.13,3175.11,1,1,143,6.9,9.3,0.239,,986.7,1329.9,34.177,DIXIER DARK GREY,72*66*78cm,无佣金,人民币出厂含税结算,0.0,0.0,0.0,0.0,0.02,96.93,0.01,48.46,145.39,,深灰色,休闲椅，产品尺寸：73×55.5×78.5cm，15*15*1.2/10*40*1.0/10*20*1.2/16*1.0/10*0.9/25*1.2，FLY1306系列布55号深灰色，靠背铁框架结构＋海绵，铁管黑色哑光喷涂，1PC/1CTN，200磅异型箱，过电商摔箱。,"Leisure Chair: Size: 73*55.5*78.5cm, dark grey fabric seat and cushion, steel tube with matt black powder coating, 1PC/1CTN wit 200lbs ctn.",H1176,,,,
R22GX-ZY00030,正一观,39F INC.,合同已签订,2022-08-13 18:48:21,2022-08-17 20:59:03,ZYG-GX,自营,美元,6.65,0.1504,0.1469,R22GX-ZY00030F01,800010997,DIXIER NAVY BLUE,122,122,QXD_39FINC,廊坊森雅家具有限公司,廊坊森雅家具有限公司,,2022-09-18 00:00:00,2022-08-30 00:00:00,0991,193.0,193.0,193.0,23546.0,1.0,33.89,33.89,4134.58,4134.58,US Atlanta,天津,美国,US,9401719000,0.13,2708.83,1,1,122,7.6,9.3,0.239,,927.2,1134.6,29.158,DIXIER NAVY BLUE,73*55.5*78.5cm,无佣金,人民币出厂含税结算,0.0,0.0,0.0,0.0,0.02,82.69,0.01,41.35,124.04,,蓝色,休闲椅蓝色，产品尺寸：73×55.5×78.5cm，15*15*1.2/10*40*1.0/10*20*1.2/16*1.0/10*0.9/25*1.2mm，FLY1306系列44号深蓝色布料，靠背铁框架结构＋海绵，铁管黑色哑光喷涂，1PC/1CTN，200磅异型箱，过我司电商3A摔箱包装，大货要跟签样一致。,"Leisure chair navy blue, product size:73*55.5*78.5cm.15*15*1.2mm steel tube,powder coating, navy blue fabric with foam seat and back.Pack 1pc per brown box with line drawing. Mail order package.",H1178,,,,
R22GX-ZY00030,正一观,39F INC.,合同已签订,2022-08-13 18:48:21,2022-08-17 20:59:03,ZYG-GX,自营,美元,6.65,0.1504,0.1469,R22GX-ZY00030F01,800007280,DIXIER PINK,30,30,QXD_39FINC,廊坊森雅家具有限公司,廊坊森雅家具有限公司,,2022-09-18 00:00:00,2022-08-30 00:00:00,AI72,193.0,193.0,193.0,5790.0,1.0,33.89,33.89,1016.7,1016.7,US Atlanta,天津,美国,US,9401719000,0.13,666.11,1,1,30,6.9,9.3,0.239,,207.0,279.0,7.17,DIXIER PINK,72*66*78cm,无佣金,人民币出厂含税结算,0.0,0.0,0.0,0.0,0.03,30.5,0.01,10.17,40.67,,粉红色,休闲椅，产品尺寸：73×55.5×78.5cm，15*15*1.2/10*40*1.0/10*20*1.2/16*1.0/10*0.9/25*1.2，FLY1306系列布48号粉色，靠背铁框架结构＋海绵，铁管黑色哑光喷涂，1PC/1CTN，200磅异型箱，过电商摔箱,"Metal Frame, foam, fabric  15*15*1.2 管",H1177,,,,
R22GX-ZY00030,正一观,39F INC.,合同已签订,2022-08-13 18:48:21,2022-08-17 20:59:03,ZYG-GX,自营,美元,6.65,0.1504,0.1469,R22GX-ZY00030F01,800010908,DIXIER YELLOW,98,98,QXD_39FINC,廊坊森雅家具有限公司,廊坊森雅家具有限公司,,2022-09-18 00:00:00,2022-08-30 00:00:00,0979,193.0,193.0,193.0,18914.0,1.0,33.89,33.89,3321.22,3321.22,US Atlanta,天津,美国,US,9401719000,0.13,2175.95,1,1,98,7.6,9.3,0.239,,744.8,911.4,23.422,DIXIER YELLOW,73*55.5*78.5cm,无佣金,人民币出厂含税结算,0.0,0.0,0.0,0.0,0.02,66.42,0.01,33.21,99.63,,黄色,休闲椅黄色，产品尺寸：73×55.5×78.5cm，15*15*1.2/10*40*1.0/10*20*1.2/16*1.0/10*0.9/25*1.2mm，FLY1306系列25号黄色布料，靠背铁框架结构＋海绵，铁管黑色哑光喷涂，1PC/1CTN，200磅异型箱，过我司电商3A摔箱包装，大货要跟签样一致。,"Leisure chair yellow, product size:73*55.5*78.5cm.15*15*1.2mm steel tube,powder coating,yellow fabric with foam seat and back.Pack 1pc per brown box with line drawing. Mail order package.",,,,,
R22GX-ZY00030,正一观,39F INC.,合同已签订,2022-08-13 18:48:21,2022-08-17 20:59:03,ZYG-GX,自营,美元,6.65,0.1504,0.1469,R22GX-ZY00030F01,2207260000036,HASEEB BAR 30 NAVY BLUE TERRY BLACK LEG,428,214,QXD_39FINC,廊坊森雅家具有限公司,廊坊森雅家具有限公司,,2022-09-18 00:00:00,2022-08-30 00:00:00,0116,127.0,127.0,254.0,54356.0,1.0,20.69,41.38,8855.32,8855.32,US Atlanta,天津,美国,US,9401719000,0.13,6253.34,2,1,214,12.4,14.6,0.162,,2653.6,3124.4,34.668,HASEEB BAR 30 NAVY BLUE TERRY BLACK LEG,46.5*50.5*100cm,无佣金,人民币出厂含税结算,0.0,0.0,0.0,0.0,0.02,177.11,0.01,88.55,265.66,,蓝色,"吧椅：46.5*50.5*100cm，KD结构，坐高76cm，管材：14*1.0/10*0.9/15*30*1.2/28*1.0/32*1.0，黑色喷涂，带黑色管塞。云彩绒蓝色19-4013（定染色），海绵20公斤密度，E1新板18mm，2件1箱，包装尺寸：73.5*49*45cm。200磅黄盒，通过ISTA-3A电商摔箱测试标准。
测试要求：
1.椅子通过EN12520，桌子通过EN12521。
2.面料防火测试：要求符合美国TB117。
3.包装材料：美国的TPCH 重金属测试，(铅、镉、汞、六价铬) 限值要求＜100ppm。
4.化学测试要求：
A: 铅含量：＜90ppm  （所有可接触到的部件，包括布料）
B: 涂层总汞含量：＜10 mg/kg （所有可接触到的涂层）
C: Phthalate 邻苯: ≤0.1 %  （所有可接触都的部件）
D: 阻燃剂要求：＜1000 ppm （所有可接触的部件，除了金属，玻璃，陶瓷一定没有添加的不需要做测试，其他材料都要）
海绵不允许有下面三种阻燃剂: 
(1) Tris(1,3-dichloro-2-propyl) phosphate (TDCPP)
(2) Tris(2-chloroethyl) phosphate (TCEP)
(3) Tris(2,3-dibromopropyl) phosphate (TDBPP)
E: 特别说明布料需要测试的化学项目：
(1)铅含量CPSC 1303：＜90ppm  
(2)Phthalate 邻苯:( DEHP, BBP and DBP)≤0.1 %  
(3)阻燃剂要求：＜1000 ppm 
(4)TB117防火 
F: 带有复合木（例如夹板、MDF、TMDF等）的产品，需要使用P2板材，并提供对应种类板材的CARB & TSCA证书（在有效期内）以及声明。","Barstool: 46.5*50.5*100cm，terry fabric cover with black painting, 18mm E1 seat board,2pcs/ctn",,,,,
R22GX-ZY00030,正一观,39F INC.,合同已签订,2022-08-13 18:48:21,2022-08-17 20:59:03,ZYG-GX,自营,美元,6.65,0.1504,0.1469,R22GX-ZY00030F01,2207260000037,HASEEB BAR 30 TEAL TERRY BLACK LEG,350,175,QXD_39FINC,廊坊森雅家具有限公司,廊坊森雅家具有限公司,,2022-09-18 00:00:00,2022-08-30 00:00:00,0117,127.0,127.0,254.0,44450.0,1.0,20.69,41.38,7241.5,7241.5,US Atlanta,天津,美国,US,9401719000,0.13,5113.72,2,1,175,12.4,14.6,0.162,,2170.0,2555.0,28.35,HASEEB BAR 30 TEAL TERRY BLACK LEG,46.5*50.5*100cm,无佣金,人民币出厂含税结算,0.0,0.0,0.0,0.0,0.02,144.83,0.01,72.42,217.25,,绿色,"吧椅：46.5*50.5*100cm，KD结构，坐高76cm，管材：14*1.0/10*0.9/15*30*1.2/28*1.0/32*1.0，黑色喷涂，带黑色管塞。云彩绒绿色18-5140（定染色），海绵20公斤密度，E1新板18mm，2件1箱，包装尺寸：73.5*49*45cm。200磅黄盒，通过ISTA-3A电商摔箱测试标准。
测试要求：
1.椅子通过EN12520，桌子通过EN12521。
2.面料防火测试：要求符合美国TB117。
3.包装材料：美国的TPCH 重金属测试，(铅、镉、汞、六价铬) 限值要求＜100ppm。
4.化学测试要求：
A: 铅含量：＜90ppm  （所有可接触到的部件，包括布料）
B: 涂层总汞含量：＜10 mg/kg （所有可接触到的涂层）
C: Phthalate 邻苯: ≤0.1 %  （所有可接触都的部件）
D: 阻燃剂要求：＜1000 ppm （所有可接触的部件，除了金属，玻璃，陶瓷一定没有添加的不需要做测试，其他材料都要）
海绵不允许有下面三种阻燃剂: 
(1) Tris(1,3-dichloro-2-propyl) phosphate (TDCPP)
(2) Tris(2-chloroethyl) phosphate (TCEP)
(3) Tris(2,3-dibromopropyl) phosphate (TDBPP)
E: 特别说明布料需要测试的化学项目：
(1)铅含量CPSC 1303：＜90ppm  
(2)Phthalate 邻苯:( DEHP, BBP and DBP)≤0.1 %  
(3)阻燃剂要求：＜1000 ppm 
(4)TB117防火 
F: 带有复合木（例如夹板、MDF、TMDF等）的产品，需要使用P2板材，并提供对应种类板材的CARB & TSCA证书（在有效期内）以及声明。","Barstool: 46.5*50.5*100cm，terry fabric cover with black painting, 18mm E1 seat board,2pcs/ctn",,,,,
R22GX-ZY00030,正一观,39F INC.,合同已签订,2022-08-13 18:48:21,2022-08-17 20:59:03,ZYG-GX,自营,美元,6.65,0.1504,0.1469,R22GX-ZY00030F01,2207260000038,HASEEB BAR 30 DARK GREY TERRY BLACK LEG,100,50,QXD_39FINC,廊坊森雅家具有限公司,廊坊森雅家具有限公司,,2022-09-18 00:00:00,2022-08-30 00:00:00,0119,127.0,127.0,254.0,12700.0,1.0,20.69,41.38,2069.0,2069.0,US Atlanta,天津,美国,US,9401719000,0.13,1461.06,2,1,50,12.4,14.6,0.162,,620.0,730.0,8.1,HASEEB BAR 30 DARK GREY TERRY BLACK LEG,46.5*50.5*104cm,无佣金,人民币出厂含税结算,0.0,0.0,0.0,0.0,0.02,41.38,0.01,20.69,62.07,,深灰色,"吧椅：46.5*50.5*104cm，KD结构，坐高76cm，管材：14*1.0/10*0.9/15*30*1.2/28*1.0/32*1.0，黑色喷涂，带黑色管塞。云彩绒灰色18-000（定染色），海绵20公斤密度，E1新板18mm，2件1箱，包装尺寸：76*44*48.5cm。200磅黄盒，通过ISTA-3A电商摔箱测试标准。
测试要求：
1.椅子通过EN12520，桌子通过EN12521。
2.面料防火测试：要求符合美国TB117。
3.包装材料：美国的TPCH 重金属测试，(铅、镉、汞、六价铬) 限值要求＜100ppm。
4.化学测试要求：
A: 铅含量：＜90ppm  （所有可接触到的部件，包括布料）
B: 涂层总汞含量：＜10 mg/kg （所有可接触到的涂层）
C: Phthalate 邻苯: ≤0.1 %  （所有可接触都的部件）
D: 阻燃剂要求：＜1000 ppm （所有可接触的部件，除了金属，玻璃，陶瓷一定没有添加的不需要做测试，其他材料都要）
海绵不允许有下面三种阻燃剂: 
(1) Tris(1,3-dichloro-2-propyl) phosphate (TDCPP)
(2) Tris(2-chloroethyl) phosphate (TCEP)
(3) Tris(2,3-dibromopropyl) phosphate (TDBPP)
E: 特别说明布料需要测试的化学项目：
(1)铅含量CPSC 1303：＜90ppm  
(2)Phthalate 邻苯:( DEHP, BBP and DBP)≤0.1 %  
(3)阻燃剂要求：＜1000 ppm 
(4)TB117防火 
F: 带有复合木（例如夹板、MDF、TMDF等）的产品，需要使用P2板材，并提供对应种类板材的CARB & TSCA证书（在有效期内）以及声明。","Barstool: 46.5*50.5*104cm，terry fabric cover with black painting, 18mm E1 seat board,2pcs/ctn",,,,,
R22GX-ZY00030,正一观,39F INC.,合同已签订,2022-08-13 18:48:21,2022-08-17 20:59:03,ZYG-GX,自营,美元,6.65,0.1504,0.1469,R22GX-ZY00030F01,2207260000040,HASEEB BAR 30 YELLOW TERRY BLACK LEG,60,30,QXD_39FINC,廊坊森雅家具有限公司,廊坊森雅家具有限公司,,2022-09-18 00:00:00,2022-08-30 00:00:00,0129,127.0,127.0,254.0,7620.0,1.0,20.69,41.38,1241.4,1241.4,US Atlanta,天津,美国,US,9401719000,0.13,876.64,2,1,30,12.4,14.6,0.162,,372.0,438.0,4.86,HASEEB BAR 30 YELLOW TERRY BLACK LEG,46.5*50.5*104cm,无佣金,人民币出厂含税结算,0.0,0.0,0.0,0.0,0.02,24.83,0.01,12.41,37.24,,黄色,"吧椅：46.5*50.5*104cm，KD结构，坐高76cm，管材：14*1.0/10*0.9/15*30*1.2/28*1.0/32*1.0，黑色喷涂，带黑色管塞。云彩绒姜黄色19-0950，海绵20公斤密度，E1新板18mm，2件1箱，包装尺寸：76*44*48.5cm。200磅黄盒，通过ISTA-3A电商摔箱测试标准。
测试要求：
1.椅子通过EN12520，桌子通过EN12521。
2.面料防火测试：要求符合美国TB117。
3.包装材料：美国的TPCH 重金属测试，(铅、镉、汞、六价铬) 限值要求＜100ppm。
4.化学测试要求：
A: 铅含量：＜90ppm  （所有可接触到的部件，包括布料）
B: 涂层总汞含量：＜10 mg/kg （所有可接触到的涂层）
C: Phthalate 邻苯: ≤0.1 %  （所有可接触都的部件）
D: 阻燃剂要求：＜1000 ppm （所有可接触的部件，除了金属，玻璃，陶瓷一定没有添加的不需要做测试，其他材料都要）
海绵不允许有下面三种阻燃剂: 
(1) Tris(1,3-dichloro-2-propyl) phosphate (TDCPP)
(2) Tris(2-chloroethyl) phosphate (TCEP)
(3) Tris(2,3-dibromopropyl) phosphate (TDBPP)
E: 特别说明布料需要测试的化学项目：
(1)铅含量CPSC 1303：＜90ppm  
(2)Phthalate 邻苯:( DEHP, BBP and DBP)≤0.1 %  
(3)阻燃剂要求：＜1000 ppm 
(4)TB117防火 
F: 带有复合木（例如夹板、MDF、TMDF等）的产品，需要使用P2板材，并提供对应种类板材的CARB & TSCA证书（在有效期内）以及声明。","Barstool: 46.5*50.5*104cm，terry fabric cover with black painting, 18mm E1 seat board,2pcs/ctn",,,,,
R22GX-ZY00030,正一观,39F INC.,合同已签订,2022-08-13 18:48:21,2022-08-17 20:59:03,ZYG-GX,自营,美元,6.65,0.1504,0.1469,R22GX-ZY00030F01,2207260000041,HASEEB COUNTER 26 NAVY BLUE TERRY BLACK LEG,60,30,QXD_39FINC,廊坊森雅家具有限公司,廊坊森雅家具有限公司,,2022-09-18 00:00:00,2022-08-30 00:00:00,0366,125.0,125.0,250.0,7500.0,1.0,20.31,40.62,1218.6,1218.6,US Atlanta,天津,美国,US,9401719000,0.13,862.83,2,1,30,12.4,14.6,0.154,,372.0,438.0,4.62,HASEEB COUNTER 26 NAVY BLUE TERRY BLACK LEG,46.5*50.5*94cm,无佣金,人民币出厂含税结算,0.0,0.0,0.0,0.0,0.02,24.37,0.01,12.19,36.56,,蓝色,"吧椅：46.5*50.5*94cm，KD结构，坐高66cm，管材：14*1.0/10*0.9/15*30*1.2/28*1.0/32*1.0，黑色喷涂，带黑色管塞。云彩绒蓝色19-4013（定染色），海绵20公斤密度，E1新板18mm，2件1箱，包装尺寸：72*44*48.5cm。200磅黄盒，通过ISTA-3A电商摔箱测试标准。
测试要求：
1.椅子通过EN12520，桌子通过EN12521。
2.面料防火测试：要求符合美国TB117。
3.包装材料：美国的TPCH 重金属测试，(铅、镉、汞、六价铬) 限值要求＜100ppm。
4.化学测试要求：
A: 铅含量：＜90ppm  （所有可接触到的部件，包括布料）
B: 涂层总汞含量：＜10 mg/kg （所有可接触到的涂层）
C: Phthalate 邻苯: ≤0.1 %  （所有可接触都的部件）
D: 阻燃剂要求：＜1000 ppm （所有可接触的部件，除了金属，玻璃，陶瓷一定没有添加的不需要做测试，其他材料都要）
海绵不允许有下面三种阻燃剂: 
(1) Tris(1,3-dichloro-2-propyl) phosphate (TDCPP)
(2) Tris(2-chloroethyl) phosphate (TCEP)
(3) Tris(2,3-dibromopropyl) phosphate (TDBPP)
E: 特别说明布料需要测试的化学项目：
(1)铅含量CPSC 1303：＜90ppm  
(2)Phthalate 邻苯:( DEHP, BBP and DBP)≤0.1 %  
(3)阻燃剂要求：＜1000 ppm 
(4)TB117防火 
F: 带有复合木（例如夹板、MDF、TMDF等）的产品，需要使用P2板材，并提供对应种类板材的CARB & TSCA证书（在有效期内）以及声明。","Barstool: 46.5*50.5*94cm，terry fabric cover with black painting, 18mm E1 seat board,2pcs/ctn",,,,,
R22GX-ZY00030,正一观,39F INC.,合同已签订,2022-08-13 18:48:21,2022-08-17 20:59:03,ZYG-GX,自营,美元,6.65,0.1504,0.1469,R22GX-ZY00030F01,2207260000042,HASEEB COUNTER 26 TEAL TERRY BLACK LEG,60,30,QXD_39FINC,廊坊森雅家具有限公司,廊坊森雅家具有限公司,,2022-09-18 00:00:00,2022-08-30 00:00:00,0130,125.0,125.0,250.0,7500.0,1.0,20.31,40.62,1218.6,1218.6,US Atlanta,天津,美国,US,9401719000,0.13,862.83,2,1,30,12.4,14.6,0.154,,372.0,438.0,4.62,HASEEB COUNTER 26 TEAL TERRY BLACK LEG,46.5*50.5*94cm,无佣金,人民币出厂含税结算,0.0,0.0,0.0,0.0,0.02,24.37,0.01,12.19,36.56,,绿色,"吧椅：46.5*50.5*94cm，KD结构，坐高66cm，管材：14*1.0/10*0.9/15*30*1.2/28*1.0/32*1.0，黑色喷涂，带黑色管塞。云彩绒绿色18-5140（定染色），海绵20公斤密度，E1新板18mm，2件1箱，包装尺寸：72*44*48.5cm。200磅黄盒，通过ISTA-3A电商摔箱测试标准。
测试要求：
1.椅子通过EN12520，桌子通过EN12521。
2.面料防火测试：要求符合美国TB117。
3.包装材料：美国的TPCH 重金属测试，(铅、镉、汞、六价铬) 限值要求＜100ppm。
4.化学测试要求：
A: 铅含量：＜90ppm  （所有可接触到的部件，包括布料）
B: 涂层总汞含量：＜10 mg/kg （所有可接触到的涂层）
C: Phthalate 邻苯: ≤0.1 %  （所有可接触都的部件）
D: 阻燃剂要求：＜1000 ppm （所有可接触的部件，除了金属，玻璃，陶瓷一定没有添加的不需要做测试，其他材料都要）
海绵不允许有下面三种阻燃剂: 
(1) Tris(1,3-dichloro-2-propyl) phosphate (TDCPP)
(2) Tris(2-chloroethyl) phosphate (TCEP)
(3) Tris(2,3-dibromopropyl) phosphate (TDBPP)
E: 特别说明布料需要测试的化学项目：
(1)铅含量CPSC 1303：＜90ppm  
(2)Phthalate 邻苯:( DEHP, BBP and DBP)≤0.1 %  
(3)阻燃剂要求：＜1000 ppm 
(4)TB117防火 
F: 带有复合木（例如夹板、MDF、TMDF等）的产品，需要使用P2板材，并提供对应种类板材的CARB & TSCA证书（在有效期内）以及声明。","Barstool: 46.5*50.5*94cm，terry fabric cover with black painting, 18mm E1 seat board,2pcs/ctn",,,,,
R22GX-ZY00030,正一观,39F INC.,合同已签订,2022-08-13 18:48:21,2022-08-17 20:59:03,ZYG-GX,自营,美元,6.65,0.1504,0.1469,R22GX-ZY00030F01,2207260000043,HASEEB COUNTER 26 DARK GREY TERRY BLACK LEG,60,30,QXD_39FINC,廊坊森雅家具有限公司,廊坊森雅家具有限公司,,2022-09-18 00:00:00,2022-08-30 00:00:00,0132,125.0,125.0,250.0,7500.0,1.0,20.31,40.62,1218.6,1218.6,US Atlanta,天津,美国,US,9401719000,0.13,862.83,2,1,30,12.4,14.6,0.154,,372.0,438.0,4.62,HASEEB COUNTER 26 DARK GREY TERRY BLACK LEG,46.5*50.5*94cm,无佣金,人民币出厂含税结算,0.0,0.0,0.0,0.0,0.02,24.37,0.01,12.19,36.56,,深灰色,"吧椅：46.5*50.5*94cm，KD结构，坐高66cm，管材：14*1.0/10*0.9/15*30*1.2/28*1.0/32*1.0，黑色喷涂，带黑色管塞。云彩绒灰色18-000（定染色），海绵20公斤密度，E1新板18mm，2件1箱，包装尺寸：72*44*48.5cm。200磅黄盒，通过ISTA-3A电商摔箱测试标准。
测试要求：
1.椅子通过EN12520，桌子通过EN12521。
2.面料防火测试：要求符合美国TB117。
3.包装材料：美国的TPCH 重金属测试，(铅、镉、汞、六价铬) 限值要求＜100ppm。
4.化学测试要求：
A: 铅含量：＜90ppm  （所有可接触到的部件，包括布料）
B: 涂层总汞含量：＜10 mg/kg （所有可接触到的涂层）
C: Phthalate 邻苯: ≤0.1 %  （所有可接触都的部件）
D: 阻燃剂要求：＜1000 ppm （所有可接触的部件，除了金属，玻璃，陶瓷一定没有添加的不需要做测试，其他材料都要）
海绵不允许有下面三种阻燃剂: 
(1) Tris(1,3-dichloro-2-propyl) phosphate (TDCPP)
(2) Tris(2-chloroethyl) phosphate (TCEP)
(3) Tris(2,3-dibromopropyl) phosphate (TDBPP)
E: 特别说明布料需要测试的化学项目：
(1)铅含量CPSC 1303：＜90ppm  
(2)Phthalate 邻苯:( DEHP, BBP and DBP)≤0.1 %  
(3)阻燃剂要求：＜1000 ppm 
(4)TB117防火 
F: 带有复合木（例如夹板、MDF、TMDF等）的产品，需要使用P2板材，并提供对应种类板材的CARB & TSCA证书（在有效期内）以及声明。","Barstool: 46.5*50.5*94cm，terry fabric cover with black painting, 18mm E1 seat board,2pcs/ctn",,,,,
R22GX-ZY00030,正一观,39F INC.,合同已签订,2022-08-13 18:48:21,2022-08-17 20:59:03,ZYG-GX,自营,美元,6.65,0.1504,0.1469,R22GX-ZY00030F01,2207260000045,HASEEB COUNTER 26 YELLOW TERRY BLACK LEG,60,30,QXD_39FINC,廊坊森雅家具有限公司,廊坊森雅家具有限公司,,2022-09-18 00:00:00,2022-08-30 00:00:00,6602,125.0,125.0,250.0,7500.0,1.0,20.31,40.62,1218.6,1218.6,US Atlanta,天津,美国,US,9401719000,0.13,862.83,2,1,30,12.4,14.6,0.154,,372.0,438.0,4.62,HASEEB COUNTER 26 YELLOW TERRY BLACK LEG,46.5*50.5*94cm,无佣金,人民币出厂含税结算,0.0,0.0,0.0,0.0,0.02,24.37,0.01,12.19,36.56,,黄色,"吧椅：46.5*50.5*94cm，KD结构，坐高66cm，管材：14*1.0/10*0.9/15*30*1.2/28*1.0/32*1.0，黑色喷涂，带黑色管塞。云彩绒姜黄色19-0950，海绵20公斤密度，E1新板18mm，2件1箱，包装尺寸：72*44*48.5cm。200磅黄盒，通过ISTA-3A电商摔箱测试标准。
测试要求：
1.椅子通过EN12520，桌子通过EN12521。
2.面料防火测试：要求符合美国TB117。
3.包装材料：美国的TPCH 重金属测试，(铅、镉、汞、六价铬) 限值要求＜100ppm。
4.化学测试要求：
A: 铅含量：＜90ppm  （所有可接触到的部件，包括布料）
B: 涂层总汞含量：＜10 mg/kg （所有可接触到的涂层）
C: Phthalate 邻苯: ≤0.1 %  （所有可接触都的部件）
D: 阻燃剂要求：＜1000 ppm （所有可接触的部件，除了金属，玻璃，陶瓷一定没有添加的不需要做测试，其他材料都要）
海绵不允许有下面三种阻燃剂: 
(1) Tris(1,3-dichloro-2-propyl) phosphate (TDCPP)
(2) Tris(2-chloroethyl) phosphate (TCEP)
(3) Tris(2,3-dibromopropyl) phosphate (TDBPP)
E: 特别说明布料需要测试的化学项目：
(1)铅含量CPSC 1303：＜90ppm  
(2)Phthalate 邻苯:( DEHP, BBP and DBP)≤0.1 %  
(3)阻燃剂要求：＜1000 ppm 
(4)TB117防火 
F: 带有复合木（例如夹板、MDF、TMDF等）的产品，需要使用P2板材，并提供对应种类板材的CARB & TSCA证书（在有效期内）以及声明。","Barstool: 46.5*50.5*94cm，terry fabric cover with black painting, 18mm E1 seat board,2pcs/ctn",,,,,
